Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-RS-en_2012-11-22-0	ParlaMint-RS_2012-11-22-0.u4826	Term 9, Meeting 6	2012-11-22	Unicameralism	9. mandat	-	Zasedanje 6	2013-12-16	-	Reference	English	Regular	-	-	-	-	-	-	-	-	-	-
ParlaMint-RS-en_2012-11-22-0	ParlaMint-RS_2012-11-22-0.u4991	Term 9, Meeting 6	2012-11-22	Unicameralism	9. mandat	-	Zasedanje 6	2013-12-16	-	Reference	English	Chairperson	MP	notMinister	PUPS	Partija ujedinjenih penzionera Srbije	Coalition	Right	ArsenovićKonstantin	Arsenović, Konstantin	M	1940	
ParlaMint-RS-en_2012-11-22-0	ParlaMint-RS_2012-11-22-0.u4992	Term 9, Meeting 6	2012-11-22	Unicameralism	9. mandat	-	Zasedanje 6	2013-12-16	-	Reference	English	Regular	MP	notMinister	NSS	Narodna seljačka stranka	Coalition	Centre-right	RističevićMarijan	Rističević, Marijan	M	1958	
ParlaMint-RS-en_2012-11-22-0	ParlaMint-RS_2012-11-22-0.u4993	Term 9, Meeting 6	2012-11-22	Unicameralism	9. mandat	-	Zasedanje 6	2013-12-16	-	Reference	English	Chairperson	MP	notMinister	PUPS	Partija ujedinjenih penzionera Srbije	Coalition	Right	ArsenovićKonstantin	Arsenović, Konstantin	M	1940	
ParlaMint-RS-en_2012-11-22-0	ParlaMint-RS_2012-11-22-0.u4994	Term 9, Meeting 6	2012-11-22	Unicameralism	9. mandat	-	Zasedanje 6	2013-12-16	-	Reference	English	Regular	MP	notMinister	NSS	Narodna seljačka stranka	Coalition	Centre-right	RističevićMarijan	Rističević, Marijan	M	1958	
ParlaMint-RS-en_2012-11-22-0	ParlaMint-RS_2012-11-22-0.u4995	Term 9, Meeting 6	2012-11-22	Unicameralism	9. mandat	-	Zasedanje 6	2013-12-16	-	Reference	English	Chairperson	MP	notMinister	PUPS	Partija ujedinjenih penzionera Srbije	Coalition	Right	ArsenovićKonstantin	Arsenović, Konstantin	M	1940	
ParlaMint-RS-en_2012-11-22-0	ParlaMint-RS_2012-11-22-0.u4996	Term 9, Meeting 6	2012-11-22	Unicameralism	9. mandat	-	Zasedanje 6	2013-12-16	-	Reference	English	Regular	notMP	notMinister	-	-	-	-	PastorIštvan	Pastor, Ištvan	U	-	
ParlaMint-RS-en_2012-11-22-0	ParlaMint-RS_2012-11-22-0.u4997	Term 9, Meeting 6	2012-11-22	Unicameralism	9. mandat	-	Zasedanje 6	2013-12-16	-	Reference	English	Chairperson	MP	notMinister	PUPS	Partija ujedinjenih penzionera Srbije	Coalition	Right	ArsenovićKonstantin	Arsenović, Konstantin	M	1940	
ParlaMint-RS-en_2012-11-22-0	ParlaMint-RS_2012-11-22-0.u4998	Term 9, Meeting 6	2012-11-22	Unicameralism	9. mandat	-	Zasedanje 6	2013-12-16	-	Reference	English	Regular	MP	notMinister	NSS	Narodna seljačka stranka	Coalition	Centre-right	RističevićMarijan	Rističević, Marijan	M	1958	
ParlaMint-RS-en_2012-11-22-0	ParlaMint-RS_2012-11-22-0.u4999	Term 9, Meeting 6	2012-11-22	Unicameralism	9. mandat	-	Zasedanje 6	2013-12-16	-	Reference	English	Chairperson	MP	notMinister	PUPS	Partija ujedinjenih penzionera Srbije	Coalition	Right	ArsenovićKonstantin	Arsenović, Konstantin	M	1940	
ParlaMint-RS-en_2012-11-22-0	ParlaMint-RS_2012-11-22-0.u5000	Term 9, Meeting 6	2012-11-22	Unicameralism	9. mandat	-	Zasedanje 6	2013-12-16	-	Reference	English	Regular	MP	notMinister	RP	Romska partija	Coalition	Left	ŠajnSrđan	Šajn, Srđan	M	1963	
ParlaMint-RS-en_2012-11-22-0	ParlaMint-RS_2012-11-22-0.u5001	Term 9, Meeting 6	2012-11-22	Unicameralism	9. mandat	-	Zasedanje 6	2013-12-16	-	Reference	English	Chairperson	MP	notMinister	PUPS	Partija ujedinjenih penzionera Srbije	Coalition	Right	ArsenovićKonstantin	Arsenović, Konstantin	M	1940	
ParlaMint-RS-en_2012-11-22-0	ParlaMint-RS_2012-11-22-0.u5003	Term 9, Meeting 6	2012-11-22	Unicameralism	9. mandat	-	Zasedanje 6	2013-12-16	-	Reference	English	Regular	MP	notMinister	RP	Romska partija	Coalition	Left	ŠajnSrđan	Šajn, Srđan	M	1963	
ParlaMint-RS-en_2012-11-22-0	ParlaMint-RS_2012-11-22-0.u5004	Term 9, Meeting 6	2012-11-22	Unicameralism	9. mandat	-	Zasedanje 6	2013-12-16	-	Reference	English	Chairperson	MP	notMinister	PUPS	Partija ujedinjenih penzionera Srbije	Coalition	Right	ArsenovićKonstantin	Arsenović, Konstantin	M	1940	
ParlaMint-RS-en_2012-11-22-0	ParlaMint-RS_2012-11-22-0.u5005	Term 9, Meeting 6	2012-11-22	Unicameralism	9. mandat	-	Zasedanje 6	2013-12-16	-	Reference	English	Regular	MP	notMinister	SNS	Srpska napredna stranka	Coalition	Big tent	MarkovPavle	Markov, Pavle	M	1973	
ParlaMint-RS-en_2012-11-22-0	ParlaMint-RS_2012-11-22-0.u5006	Term 9, Meeting 6	2012-11-22	Unicameralism	9. mandat	-	Zasedanje 6	2013-12-16	-	Reference	English	Chairperson	MP	notMinister	PUPS	Partija ujedinjenih penzionera Srbije	Coalition	Right	ArsenovićKonstantin	Arsenović, Konstantin	M	1940	
ParlaMint-RS-en_2012-11-22-0	ParlaMint-RS_2012-11-22-0.u5007	Term 9, Meeting 6	2012-11-22	Unicameralism	9. mandat	-	Zasedanje 6	2013-12-16	-	Reference	English	Regular	MP	notMinister	SNS	Srpska napredna stranka	Coalition	Big tent	AtlagićMarko	Atlagić, Marko	M	1949	
ParlaMint-RS-en_2012-11-22-0	ParlaMint-RS_2012-11-22-0.u5008	Term 9, Meeting 6	2012-11-22	Unicameralism	9. mandat	-	Zasedanje 6	2013-12-16	-	Reference	English	Chairperson	MP	notMinister	PUPS	Partija ujedinjenih penzionera Srbije	Coalition	Right	ArsenovićKonstantin	Arsenović, Konstantin	M	1940	
ParlaMint-RS-en_2012-11-22-0	ParlaMint-RS_2012-11-22-0.u5009	Term 9, Meeting 6	2012-11-22	Unicameralism	9. mandat	-	Zasedanje 6	2013-12-16	-	Reference	English	Regular	MP	notMinister	SNS	Srpska napredna stranka	Coalition	Big tent	AtlagićMarko	Atlagić, Marko	M	1949	
ParlaMint-RS-en_2012-11-22-0	ParlaMint-RS_2012-11-22-0.u5010	Term 9, Meeting 6	2012-11-22	Unicameralism	9. mandat	-	Zasedanje 6	2013-12-16	-	Reference	English	Chairperson	MP	notMinister	PUPS	Partija ujedinjenih penzionera Srbije	Coalition	Right	ArsenovićKonstantin	Arsenović, Konstantin	M	1940	
ParlaMint-RS-en_2012-11-22-0	ParlaMint-RS_2012-11-22-0.u5011	Term 9, Meeting 6	2012-11-22	Unicameralism	9. mandat	-	Zasedanje 6	2013-12-16	-	Reference	English	Regular	MP	notMinister	SNS	Srpska napredna stranka	Coalition	Big tent	AtlagićMarko	Atlagić, Marko	M	1949	
ParlaMint-RS-en_2012-11-22-0	ParlaMint-RS_2012-11-22-0.u5012	Term 9, Meeting 6	2012-11-22	Unicameralism	9. mandat	-	Zasedanje 6	2013-12-16	-	Reference	English	Chairperson	MP	notMinister	PUPS	Partija ujedinjenih penzionera Srbije	Coalition	Right	ArsenovićKonstantin	Arsenović, Konstantin	M	1940	
ParlaMint-RS-en_2012-11-22-0	ParlaMint-RS_2012-11-22-0.u5013	Term 9, Meeting 6	2012-11-22	Unicameralism	9. mandat	-	Zasedanje 6	2013-12-16	-	Reference	English	Regular	MP	notMinister	SNS	Srpska napredna stranka	Coalition	Big tent	AtlagićMarko	Atlagić, Marko	M	1949	
ParlaMint-RS-en_2012-11-22-0	ParlaMint-RS_2012-11-22-0.u5014	Term 9, Meeting 6	2012-11-22	Unicameralism	9. mandat	-	Zasedanje 6	2013-12-16	-	Reference	English	Chairperson	MP	notMinister	PUPS	Partija ujedinjenih penzionera Srbije	Coalition	Right	ArsenovićKonstantin	Arsenović, Konstantin	M	1940	
ParlaMint-RS-en_2012-11-22-0	ParlaMint-RS_2012-11-22-0.u5015	Term 9, Meeting 6	2012-11-22	Unicameralism	9. mandat	-	Zasedanje 6	2013-12-16	-	Reference	English	Regular	MP	notMinister	SNS	Srpska napredna stranka	Coalition	Big tent	AtlagićMarko	Atlagić, Marko	M	1949	
ParlaMint-RS-en_2012-11-22-0	ParlaMint-RS_2012-11-22-0.u5016	Term 9, Meeting 6	2012-11-22	Unicameralism	9. mandat	-	Zasedanje 6	2013-12-16	-	Reference	English	Chairperson	MP	notMinister	PUPS	Partija ujedinjenih penzionera Srbije	Coalition	Right	ArsenovićKonstantin	Arsenović, Konstantin	M	1940	
ParlaMint-RS-en_2012-11-22-0	ParlaMint-RS_2012-11-22-0.u5017	Term 9, Meeting 6	2012-11-22	Unicameralism	9. mandat	-	Zasedanje 6	2013-12-16	-	Reference	English	Regular	MP	notMinister	SNS	Srpska napredna stranka	Coalition	Big tent	AtlagićMarko	Atlagić, Marko	M	1949	
ParlaMint-RS-en_2012-11-22-0	ParlaMint-RS_2012-11-22-0.u5018	Term 9, Meeting 6	2012-11-22	Unicameralism	9. mandat	-	Zasedanje 6	2013-12-16	-	Reference	English	Chairperson	MP	notMinister	PUPS	Partija ujedinjenih penzionera Srbije	Coalition	Right	ArsenovićKonstantin	Arsenović, Konstantin	M	1940	
ParlaMint-RS-en_2012-11-22-0	ParlaMint-RS_2012-11-22-0.u5019	Term 9, Meeting 6	2012-11-22	Unicameralism	9. mandat	-	Zasedanje 6	2013-12-16	-	Reference	English	Regular	MP	notMinister	LDP	Liberalno-demokratska partija	Coalition	Centre	HajdarevićKenan	Hajdarević, Kenan	M	1975	
ParlaMint-RS-en_2012-11-22-0	ParlaMint-RS_2012-11-22-0.u5020	Term 9, Meeting 6	2012-11-22	Unicameralism	9. mandat	-	Zasedanje 6	2013-12-16	-	Reference	English	Chairperson	MP	notMinister	PUPS	Partija ujedinjenih penzionera Srbije	Coalition	Right	ArsenovićKonstantin	Arsenović, Konstantin	M	1940	
ParlaMint-RS-en_2012-11-22-0	ParlaMint-RS_2012-11-22-0.u5021	Term 9, Meeting 6	2012-11-22	Unicameralism	9. mandat	-	Zasedanje 6	2013-12-16	-	Reference	English	Regular	MP	notMinister	SNS	Srpska napredna stranka	Coalition	Big tent	ArsićVeroljub	Arsić, Veroljub	M	1969	
ParlaMint-RS-en_2012-11-22-0	ParlaMint-RS_2012-11-22-0.u5022	Term 9, Meeting 6	2012-11-22	Unicameralism	9. mandat	-	Zasedanje 6	2013-12-16	-	Reference	English	Chairperson	MP	notMinister	PUPS	Partija ujedinjenih penzionera Srbije	Coalition	Right	ArsenovićKonstantin	Arsenović, Konstantin	M	1940	
ParlaMint-RS-en_2012-11-22-0	ParlaMint-RS_2012-11-22-0.u5023	Term 9, Meeting 6	2012-11-22	Unicameralism	9. mandat	-	Zasedanje 6	2013-12-16	-	Reference	English	Regular	MP	notMinister	SNS	Srpska napredna stranka	Coalition	Big tent	AtlagićMarko	Atlagić, Marko	M	1949	
ParlaMint-RS-en_2012-11-22-0	ParlaMint-RS_2012-11-22-0.u5024	Term 9, Meeting 6	2012-11-22	Unicameralism	9. mandat	-	Zasedanje 6	2013-12-16	-	Reference	English	Chairperson	MP	notMinister	PUPS	Partija ujedinjenih penzionera Srbije	Coalition	Right	ArsenovićKonstantin	Arsenović, Konstantin	M	1940	
ParlaMint-RS-en_2012-11-22-0	ParlaMint-RS_2012-11-22-0.u5025	Term 9, Meeting 6	2012-11-22	Unicameralism	9. mandat	-	Zasedanje 6	2013-12-16	-	Reference	English	Regular	MP	notMinister	LDP	Liberalno-demokratska partija	Coalition	Centre	HajdarevićKenan	Hajdarević, Kenan	M	1975	
ParlaMint-RS-en_2012-11-22-0	ParlaMint-RS_2012-11-22-0.u5026	Term 9, Meeting 6	2012-11-22	Unicameralism	9. mandat	-	Zasedanje 6	2013-12-16	-	Reference	English	Regular	MP	notMinister	SNS	Srpska napredna stranka	Coalition	Big tent	AtlagićMarko	Atlagić, Marko	M	1949	
ParlaMint-RS-en_2012-11-22-0	ParlaMint-RS_2012-11-22-0.u5027	Term 9, Meeting 6	2012-11-22	Unicameralism	9. mandat	-	Zasedanje 6	2013-12-16	-	Reference	English	Chairperson	MP	notMinister	PUPS	Partija ujedinjenih penzionera Srbije	Coalition	Right	ArsenovićKonstantin	Arsenović, Konstantin	M	1940	
ParlaMint-RS-en_2012-11-22-0	ParlaMint-RS_2012-11-22-0.u5028	Term 9, Meeting 6	2012-11-22	Unicameralism	9. mandat	-	Zasedanje 6	2013-12-16	-	Reference	English	Regular	MP	notMinister	SNS	Srpska napredna stranka	Coalition	Big tent	BabićZoran	Babić, Zoran	M	1971	
ParlaMint-RS-en_2012-11-22-0	ParlaMint-RS_2012-11-22-0.u5029	Term 9, Meeting 6	2012-11-22	Unicameralism	9. mandat	-	Zasedanje 6	2013-12-16	-	Reference	English	Chairperson	MP	notMinister	PUPS	Partija ujedinjenih penzionera Srbije	Coalition	Right	ArsenovićKonstantin	Arsenović, Konstantin	M	1940	
ParlaMint-RS-en_2012-11-22-0	ParlaMint-RS_2012-11-22-0.u5030	Term 9, Meeting 6	2012-11-22	Unicameralism	9. mandat	-	Zasedanje 6	2013-12-16	-	Reference	English	Regular	notMP	notMinister	-	-	-	-	PastorIštvan	Pastor, Ištvan	U	-	
ParlaMint-RS-en_2012-11-22-0	ParlaMint-RS_2012-11-22-0.u5031	Term 9, Meeting 6	2012-11-22	Unicameralism	9. mandat	-	Zasedanje 6	2013-12-16	-	Reference	English	Chairperson	MP	notMinister	PUPS	Partija ujedinjenih penzionera Srbije	Coalition	Right	ArsenovićKonstantin	Arsenović, Konstantin	M	1940	
