Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-BE-en_2017-08-17-54-commissie-ic721x	ParlaMint-BE_2017-08-17-54-commissie-ic721x.u1	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 17-08-2017	2017-08-17	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-BE-en_2017-08-17-54-commissie-ic721x	ParlaMint-BE_2017-08-17-54-commissie-ic721x.u72	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 17-08-2017	2017-08-17	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	Ecolo	Ecologistes Confédérés pour l'Organisation de Luttes Originales	Opposition	Centre-left to left	NolletJeanMarc	Nollet, Jean-Marc	M	1970	
ParlaMint-BE-en_2017-08-17-54-commissie-ic721x	ParlaMint-BE_2017-08-17-54-commissie-ic721x.u73	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 17-08-2017	2017-08-17	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Guest	notMP	notMinister	-	-	-	-	DiricksHerman	Diricks, Herman	U	-	
ParlaMint-BE-en_2017-08-17-54-commissie-ic721x	ParlaMint-BE_2017-08-17-54-commissie-ic721x.u74	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 17-08-2017	2017-08-17	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	Ecolo	Ecologistes Confédérés pour l'Organisation de Luttes Originales	Opposition	Centre-left to left	NolletJeanMarc	Nollet, Jean-Marc	M	1970	
ParlaMint-BE-en_2017-08-17-54-commissie-ic721x	ParlaMint-BE_2017-08-17-54-commissie-ic721x.u75	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 17-08-2017	2017-08-17	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Guest	notMP	notMinister	-	-	-	-	DiricksHerman	Diricks, Herman	U	-	
ParlaMint-BE-en_2017-08-17-54-commissie-ic721x	ParlaMint-BE_2017-08-17-54-commissie-ic721x.u76	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 17-08-2017	2017-08-17	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	Ecolo	Ecologistes Confédérés pour l'Organisation de Luttes Originales	Opposition	Centre-left to left	NolletJeanMarc	Nollet, Jean-Marc	M	1970	
ParlaMint-BE-en_2017-08-17-54-commissie-ic721x	ParlaMint-BE_2017-08-17-54-commissie-ic721x.u77	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 17-08-2017	2017-08-17	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Guest	notMP	notMinister	-	-	-	-	DochyJeanMarie	Dochy, Jean-Marie	U	-	
ParlaMint-BE-en_2017-08-17-54-commissie-ic721x	ParlaMint-BE_2017-08-17-54-commissie-ic721x.u78	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 17-08-2017	2017-08-17	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	Ecolo	Ecologistes Confédérés pour l'Organisation de Luttes Originales	Opposition	Centre-left to left	NolletJeanMarc	Nollet, Jean-Marc	M	1970	
ParlaMint-BE-en_2017-08-17-54-commissie-ic721x	ParlaMint-BE_2017-08-17-54-commissie-ic721x.u79	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 17-08-2017	2017-08-17	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Guest	notMP	notMinister	-	-	-	-	DochyJeanMarie	Dochy, Jean-Marie	U	-	
ParlaMint-BE-en_2017-08-17-54-commissie-ic721x	ParlaMint-BE_2017-08-17-54-commissie-ic721x.u80	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 17-08-2017	2017-08-17	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	Ecolo	Ecologistes Confédérés pour l'Organisation de Luttes Originales	Opposition	Centre-left to left	NolletJeanMarc	Nollet, Jean-Marc	M	1970	
ParlaMint-BE-en_2017-08-17-54-commissie-ic721x	ParlaMint-BE_2017-08-17-54-commissie-ic721x.u81	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 17-08-2017	2017-08-17	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Guest	notMP	notMinister	-	-	-	-	DochyJeanMarie	Dochy, Jean-Marie	U	-	
ParlaMint-BE-en_2017-08-17-54-commissie-ic721x	ParlaMint-BE_2017-08-17-54-commissie-ic721x.u82	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 17-08-2017	2017-08-17	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	Ecolo	Ecologistes Confédérés pour l'Organisation de Luttes Originales	Opposition	Centre-left to left	NolletJeanMarc	Nollet, Jean-Marc	M	1970	
ParlaMint-BE-en_2017-08-17-54-commissie-ic721x	ParlaMint-BE_2017-08-17-54-commissie-ic721x.u83	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 17-08-2017	2017-08-17	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Guest	notMP	notMinister	-	-	-	-	DochyJeanMarie	Dochy, Jean-Marie	U	-	
ParlaMint-BE-en_2017-08-17-54-commissie-ic721x	ParlaMint-BE_2017-08-17-54-commissie-ic721x.u84	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 17-08-2017	2017-08-17	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	Ecolo	Ecologistes Confédérés pour l'Organisation de Luttes Originales	Opposition	Centre-left to left	NolletJeanMarc	Nollet, Jean-Marc	M	1970	
ParlaMint-BE-en_2017-08-17-54-commissie-ic721x	ParlaMint-BE_2017-08-17-54-commissie-ic721x.u85	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 17-08-2017	2017-08-17	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Guest	notMP	notMinister	-	-	-	-	DochyJeanMarie	Dochy, Jean-Marie	U	-	
ParlaMint-BE-en_2017-08-17-54-commissie-ic721x	ParlaMint-BE_2017-08-17-54-commissie-ic721x.u86	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 17-08-2017	2017-08-17	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	Ecolo	Ecologistes Confédérés pour l'Organisation de Luttes Originales	Opposition	Centre-left to left	NolletJeanMarc	Nollet, Jean-Marc	M	1970	
ParlaMint-BE-en_2017-08-17-54-commissie-ic721x	ParlaMint-BE_2017-08-17-54-commissie-ic721x.u87	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 17-08-2017	2017-08-17	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Guest	notMP	notMinister	-	-	-	-	DiricksHerman	Diricks, Herman	U	-	
ParlaMint-BE-en_2017-08-17-54-commissie-ic721x	ParlaMint-BE_2017-08-17-54-commissie-ic721x.u88	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 17-08-2017	2017-08-17	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Guest	notMP	notMinister	-	-	-	-	DochyJeanMarie	Dochy, Jean-Marie	U	-	
ParlaMint-BE-en_2017-08-17-54-commissie-ic721x	ParlaMint-BE_2017-08-17-54-commissie-ic721x.u89	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 17-08-2017	2017-08-17	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	Ecolo	Ecologistes Confédérés pour l'Organisation de Luttes Originales	Opposition	Centre-left to left	NolletJeanMarc	Nollet, Jean-Marc	M	1970	
ParlaMint-BE-en_2017-08-17-54-commissie-ic721x	ParlaMint-BE_2017-08-17-54-commissie-ic721x.u90	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 17-08-2017	2017-08-17	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	notMP	Minister	-	-	-	-	DucarmeDenis	Ducarme, Denis	M	1973	
ParlaMint-BE-en_2017-08-17-54-commissie-ic721x	ParlaMint-BE_2017-08-17-54-commissie-ic721x.u91	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 17-08-2017	2017-08-17	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-BE-en_2017-08-17-54-commissie-ic721x	ParlaMint-BE_2017-08-17-54-commissie-ic721x.u92	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 17-08-2017	2017-08-17	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	Ecolo	Ecologistes Confédérés pour l'Organisation de Luttes Originales	Opposition	Centre-left to left	NolletJeanMarc	Nollet, Jean-Marc	M	1970	
ParlaMint-BE-en_2017-08-17-54-commissie-ic721x	ParlaMint-BE_2017-08-17-54-commissie-ic721x.u93	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 17-08-2017	2017-08-17	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	notMP	Minister	-	-	-	-	DeBlockMaggie	De Block, Maggie	F	1962	
ParlaMint-BE-en_2017-08-17-54-commissie-ic721x	ParlaMint-BE_2017-08-17-54-commissie-ic721x.u94	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 17-08-2017	2017-08-17	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	Ecolo	Ecologistes Confédérés pour l'Organisation de Luttes Originales	Opposition	Centre-left to left	NolletJeanMarc	Nollet, Jean-Marc	M	1970	
ParlaMint-BE-en_2017-08-17-54-commissie-ic721x	ParlaMint-BE_2017-08-17-54-commissie-ic721x.u95	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 17-08-2017	2017-08-17	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	notMP	Minister	-	-	-	-	DeBlockMaggie	De Block, Maggie	F	1962	
ParlaMint-BE-en_2017-08-17-54-commissie-ic721x	ParlaMint-BE_2017-08-17-54-commissie-ic721x.u96	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 17-08-2017	2017-08-17	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	Ecolo	Ecologistes Confédérés pour l'Organisation de Luttes Originales	Opposition	Centre-left to left	NolletJeanMarc	Nollet, Jean-Marc	M	1970	
ParlaMint-BE-en_2017-08-17-54-commissie-ic721x	ParlaMint-BE_2017-08-17-54-commissie-ic721x.u97	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 17-08-2017	2017-08-17	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	notMP	Minister	-	-	-	-	DeBlockMaggie	De Block, Maggie	F	1962	
ParlaMint-BE-en_2017-08-17-54-commissie-ic721x	ParlaMint-BE_2017-08-17-54-commissie-ic721x.u98	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 17-08-2017	2017-08-17	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	Ecolo	Ecologistes Confédérés pour l'Organisation de Luttes Originales	Opposition	Centre-left to left	NolletJeanMarc	Nollet, Jean-Marc	M	1970	
ParlaMint-BE-en_2017-08-17-54-commissie-ic721x	ParlaMint-BE_2017-08-17-54-commissie-ic721x.u99	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 17-08-2017	2017-08-17	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	notMP	Minister	-	-	-	-	DeBlockMaggie	De Block, Maggie	F	1962	
ParlaMint-BE-en_2017-08-17-54-commissie-ic721x	ParlaMint-BE_2017-08-17-54-commissie-ic721x.u100	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 17-08-2017	2017-08-17	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Guest	MP	notMinister	cdH	Centre démocrate humaniste	Opposition	Centre to centre-right	deLamotteMichel	de Lamotte, Michel	M	1955	
ParlaMint-BE-en_2017-08-17-54-commissie-ic721x	ParlaMint-BE_2017-08-17-54-commissie-ic721x.u101	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 17-08-2017	2017-08-17	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-BE-en_2017-08-17-54-commissie-ic721x	ParlaMint-BE_2017-08-17-54-commissie-ic721x.u102	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 17-08-2017	2017-08-17	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	notMP	Minister	-	-	-	-	DucarmeDenis	Ducarme, Denis	M	1973	
ParlaMint-BE-en_2017-08-17-54-commissie-ic721x	ParlaMint-BE_2017-08-17-54-commissie-ic721x.u103	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 17-08-2017	2017-08-17	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
